id,year,month,nombre,codigoruta,nombreruta,pasajerosadultomayor,pasajerosregulares,pasajerostotales,cant_feriados,nombres_feriados,es_feriado_mes,precipitacion_mm,temperatura_c,dia_semana,es_fin_semana,trimestre,temporada,nivel_precipitacion,feriado_finde,periodo_escolar,ruta_promedio_pasajeros,proporcion_adultos_mayor,year_norm
3936,2021,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,2295,60841,63136,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,29720.25316455696,0.036349525634730824,0
3937,2021,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,652,8923,9575,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,29720.25316455696,0.06808688387635756,0
3938,2021,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,0,0,0,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,29720.25316455696,0.0,0
3939,2021,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,0,281,281,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,29720.25316455696,0.0,0
3940,2021,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,285,6324,6609,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,29720.25316455696,0.04311649016641452,0
3941,2021,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",340,CARTAGO-CACHI-LOAIZA PEÑAS BLANCAS Y VICEVERSA,1732,39668,41400,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,18970.625,0.04183473829134562,0
3942,2021,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",340,CARTAGO-CACHI-LOAIZA PEÑAS BLANCAS Y VICEVERSA,0,319,319,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,18970.625,0.0,0
3943,2021,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",340 A,CARTAGO-TUCURRIQUE-EL HUMO,912,6302,7214,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,3097.625,0.1264033264033264,0
3944,2021,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",340 A,CARTAGO-TUCURRIQUE-EL HUMO,0,0,0,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,3097.625,0.0,0
3945,2021,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",341,CARTAGO-PIEDRA AZUL-RIO REGADO-Bº LA MINITA,232,4594,4826,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,4694.5,0.04806297907603066,0
3981,2021,4,"CORPORACION TRANSPORTES EL ALTO, LIMITADA",310,"CARTAGO-LA CRUZ DE CARAVACA-EL ALTO, EXTENSION A MATA DE MORA Y EXTENSION A FINCA PAEZ Y VICEVERSA",385,7008,7393,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,12223.333333333334,0.05206924533405464,0
3982,2021,4,"CORPORACION TRANSPORTES EL ALTO, LIMITADA",310,"CARTAGO-LA CRUZ DE CARAVACA-EL ALTO, EXTENSION A MATA DE MORA Y EXTENSION A FINCA PAEZ Y VICEVERSA",373,6996,7369,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,12223.333333333334,0.050610583446404345,0
3983,2021,4,"CORPORACION TRANSPORTES EL ALTO, LIMITADA",310,"CARTAGO-LA CRUZ DE CARAVACA-EL ALTO, EXTENSION A MATA DE MORA Y EXTENSION A FINCA PAEZ Y VICEVERSA",176,4706,4882,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,12223.333333333334,0.03604341593282818,0
4057,2021,4,"GEMON DE CARTAGO, S.A.",342,CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ,1156,7402,8558,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,14207.481481481482,0.13506250730225494,0
4058,2021,4,"GEMON DE CARTAGO, S.A.",342,CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ,1028,7554,8582,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,14207.481481481482,0.11977164161715018,0
4059,2021,4,"GEMON DE CARTAGO, S.A.",342,CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ,1754,13705,15459,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,14207.481481481482,0.11345407503234152,0
4066,2021,4,"GRUPO EMPRESARIAL EL MOLINO DEL SUR, S.A.",321,CARTAGO-RESIDENCIAL LOS MOLINOS,322,1365,1687,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,1648.375,0.19075829383886256,0
4133,2021,4,"MADERAS Y MATERIALES DEL SUR, S.A.",337,CARTAGO-FRAILES-SANTA CRUZ,69,210,279,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,1798.5972222222222,0.24642857142857144,0
4134,2021,4,"MADERAS Y MATERIALES DEL SUR, S.A.",337,CARTAGO-FRAILES-SANTA CRUZ,147,1382,1529,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,1798.5972222222222,0.09607843137254903,0
4167,2021,4,"MUSOC, S.A.",100,SAN JOSE-CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES-SAN ISIDRO DE EL GENERAL Y VICEVERSA,308,15613,15921,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,8674.785310734464,0.01934430347946238,0
4168,2021,4,"MUSOC, S.A.",100,SAN JOSE-CARTAGO-EL EMPALME-DOTA-TARRAZU-LEON CORTES-SAN ISIDRO DE EL GENERAL Y VICEVERSA,0,0,0,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,8674.785310734464,0.0,0
4190,2021,4,"RUTAS DEL SUR, S.A.",330,CARTAGO-CORRALILLO-SAN ANTONIO-SANTA ELENA ARRIBA-SANTA ELENA ABAJO-RÍO CONEJO Y VICEVERSA,666,12026,12692,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,14000.027777777777,0.052469865280075634,0
4220,2021,4,"SERVICIOS URBANOS DE OREAMUNO, S.A.",325,CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO,1960,24911,26871,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,18745.9,0.07293837451622506,0
4221,2021,4,"SERVICIOS URBANOS DE OREAMUNO, S.A.",325,CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO,1460,18282,19742,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,18745.9,0.07395026085194753,0
4222,2021,4,"SERVICIOS URBANOS DE OREAMUNO, S.A.",325,CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO,536,6719,7255,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,18745.9,0.07386990077177508,0
4223,2021,4,"SERVICIOS URBANOS DE OREAMUNO, S.A.",325,CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO,87,1091,1178,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,18745.9,0.0737913486005089,0
4224,2021,4,"SERVICIOS URBANOS DE OREAMUNO, S.A.",325,CARTAGO-SAN RAFAEL DE OREAMUNO-MARIA AUXILIADORA-AGROPECUARIO,0,0,0,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,18745.9,0.0,0
4225,2021,4,"SERVICIOS URBANOS DE OREAMUNO, S.A.",343,CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA,206,4048,4254,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,5337.05785123967,0.048413631022326674,0
4226,2021,4,"SERVICIOS URBANOS DE OREAMUNO, S.A.",343,CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA,144,3200,3344,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,5337.05785123967,0.04304932735426009,0
4227,2021,4,"SERVICIOS URBANOS DE OREAMUNO, S.A.",343,CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA,183,3619,3802,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,5337.05785123967,0.048119905337891136,0
4228,2021,4,"SERVICIOS URBANOS DE OREAMUNO, S.A.",343,CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA,107,2190,2297,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,5337.05785123967,0.04656222802436902,0
4229,2021,4,"SERVICIOS URBANOS DE OREAMUNO, S.A.",343,CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA,113,2101,2214,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,5337.05785123967,0.051015801354401806,0
4230,2021,4,"SERVICIOS URBANOS DE OREAMUNO, S.A.",343,CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO Y VICEVERSA,99,1915,2014,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,5337.05785123967,0.04913151364764268,0
4310,2021,4,"TRANSPORTE REMUNERADO GUADALUPE DE CARTAGO (TREGUCA), S.A.",332,CARTAGO-GUADALUPE-LA LIMA POR GUADALUPE Y POR LA JOYA Y VICEVERSA,7810,52028,59838,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,64171.416666666664,0.13051688698006317,0
4463,2021,4,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,106,2626,2732,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11889.456445993032,0.038785217709476766,0
4464,2021,4,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,951,21427,22378,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11889.456445993032,0.04249519638947227,0
4465,2021,4,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,46,1896,1942,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11889.456445993032,0.023674729799279464,0
4466,2021,4,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,0,57,57,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11889.456445993032,0.0,0
4467,2021,4,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,0,0,0,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11889.456445993032,0.0,0
4468,2021,4,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,90,2000,2090,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11889.456445993032,0.043041606886657105,0
4469,2021,4,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,0,78,78,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11889.456445993032,0.0,0
4470,2021,4,"TRANSPORTES HIDALGO GARRO Y PICADO, S.A. (TRANSPORTES HIGAPI, S.A.)",331,CARTAGO-TABLON-TOBOSI-QUEBRADILLAS-BARRANCAS-CORIS-BERMEJO Y RAMALES,1287,23415,24702,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11889.456445993032,0.05209893535198154,0
4505,2021,4,"TRANSPORTES MATA IROLA, S.A.",339,CARTAGO-OROSI-PALOMO-RIO MACHO-LA ALEGRIA-PURISIL Y VICEVERSA,479,8945,9424,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,20886.733333333334,0.050822281167108754,0
4506,2021,4,"TRANSPORTES MATA IROLA, S.A.",339,CARTAGO-OROSI-PALOMO-RIO MACHO-LA ALEGRIA-PURISIL Y VICEVERSA,395,8702,9097,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,20886.733333333334,0.043416135414376784,0
4507,2021,4,"TRANSPORTES MATA IROLA, S.A.",339,CARTAGO-OROSI-PALOMO-RIO MACHO-LA ALEGRIA-PURISIL Y VICEVERSA,15,720,735,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,20886.733333333334,0.020380434782608696,0
4508,2021,4,"TRANSPORTES MATA IROLA, S.A.",339,CARTAGO-OROSI-PALOMO-RIO MACHO-LA ALEGRIA-PURISIL Y VICEVERSA,3208,73152,76360,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,20886.733333333334,0.0420109741883946,0
4509,2021,4,"TRANSPORTES MATA IROLA, S.A.",339,CARTAGO-OROSI-PALOMO-RIO MACHO-LA ALEGRIA-PURISIL Y VICEVERSA,12,1871,1883,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,20886.733333333334,0.006369426751592357,0
4530,2021,4,"TRANSPORTES O.E.A.,S.A.",371,CARTAGO-EL YAS-LA FLOR,0,29,29,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,1889.25,0.0,0
4531,2021,4,"TRANSPORTES O.E.A.,S.A.",371,CARTAGO-EL YAS-LA FLOR,125,1591,1716,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,1889.25,0.0728013977868375,0
4535,2021,4,"TRANSPORTES OTTO Y ELADIO LEIVA CAMPOS, S.A.",323 A,CARTAGO-LA ANGELINA  Y VICEVERSA,48,1644,1692,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,2412.5714285714284,0.02835203780271707,0
4536,2021,4,"TRANSPORTES OTTO Y ELADIO LEIVA CAMPOS, S.A.",326,CARTAGO-TRES RIOS Y VICEVERSA,6976,121526,128502,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,133750.6590909091,0.054286670350108555,0
4559,2021,4,"TRANSPORTES RAMIREZ Y CALDERON, S.A.",327,CARTAGO-EL EMPALME-MADRE SELVA Y VICEVERSA,209,1218,1427,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,2309.0,0.14635854341736695,0
4560,2021,4,"TRANSPORTES RAMIREZ Y CALDERON, S.A.",370,CARTAGO-LLANO LOS ANGELES,166,1865,2031,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,4719.333333333333,0.08169291338582677,0
4571,2021,4,"TRANSPORTES SAN BLAS, S.A.",329,CARTAGO-SAN BLAS Y VICEVERSA,1859,19649,21508,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,15857.444444444445,0.08642893672416198,0
4572,2021,4,"TRANSPORTES SAN BLAS, S.A.",329,CARTAGO-SAN BLAS Y VICEVERSA,0,46,46,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,15857.444444444445,0.0,0
4578,2021,4,"TRANSPORTES SERRANO, S.A.",338,CARTAGO-SANTIAGO DE PARAISO,1249,41702,42951,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11791.866666666667,0.029078971875582046,0
4579,2021,4,"TRANSPORTES SERRANO, S.A.",338,CARTAGO-SANTIAGO DE PARAISO,101,3434,3535,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11791.866666666667,0.028563348416289592,0
4580,2021,4,"TRANSPORTES SERRANO, S.A.",338,CARTAGO-SANTIAGO DE PARAISO,0,659,659,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11791.866666666667,0.0,0
4581,2021,4,"TRANSPORTES SERRANO, S.A.",338,CARTAGO-SANTIAGO DE PARAISO,54,1751,1805,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11791.866666666667,0.029900332225913623,0
4582,2021,4,"TRANSPORTES SERRANO, S.A.",338,CARTAGO-SANTIAGO DE PARAISO,0,0,0,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,11791.866666666667,0.0,0
4609,2021,4,"TRANSPORTES UNIDOS SAN ANTONIO, S.A.",335,CARTAGO-AGUA CALIENTE-LOURDES-MATA DE GUINEO-URBANIZACION COCORI-PROYECTO JESUS JIMENES-COVAO,6775,58463,65238,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,49230.13888888889,0.1038489247229418,0
4610,2021,4,"TRANSPORTES UNIDOS SAN ANTONIO, S.A.",335,CARTAGO-AGUA CALIENTE-LOURDES-MATA DE GUINEO-URBANIZACION COCORI-PROYECTO JESUS JIMENES-COVAO,5629,47577,53206,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,49230.13888888889,0.10579435036743286,0
4611,2021,4,"TRANSPORTES UNIDOS SAN ANTONIO, S.A.",335,CARTAGO-AGUA CALIENTE-LOURDES-MATA DE GUINEO-URBANIZACION COCORI-PROYECTO JESUS JIMENES-COVAO,3014,25825,28839,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,49230.13888888889,0.10450762829403606,0
4612,2021,4,"TRANSPORTES UNIDOS SAN ANTONIO, S.A.",335,CARTAGO-AGUA CALIENTE-LOURDES-MATA DE GUINEO-URBANIZACION COCORI-PROYECTO JESUS JIMENES-COVAO,0,0,0,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,49230.13888888889,0.0,0
4613,2021,4,"TRANSPORTES UNIDOS SAN NICOLAS TRAUSANIC, S. A.",323,CARTAGO-TARAS-SAN NICOLAS-LA LIMA-OCHOMOGO,1504,16892,18396,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,33650.90740740741,0.08175245964015872,0
4614,2021,4,"TRANSPORTES UNIDOS SAN NICOLAS TRAUSANIC, S. A.",323,CARTAGO-TARAS-SAN NICOLAS-LA LIMA-OCHOMOGO,3466,33720,37186,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,33650.90740740741,0.09320461451582543,0
4615,2021,4,"TRANSPORTES UNIDOS SAN NICOLAS TRAUSANIC, S. A.",323,CARTAGO-TARAS-SAN NICOLAS-LA LIMA-OCHOMOGO,3468,33107,36575,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,33650.90740740741,0.09481627296587926,0
4626,2021,4,"VIDAL ENRIQUE Y MINOR, S.A.(VEMSA)",366,CARTAGO-LLANO GRANDE,109,892,1001,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,4802.638888888889,0.10878243512974052,0
4627,2021,4,"VIDAL ENRIQUE Y MINOR, S.A.(VEMSA)",366,CARTAGO-LLANO GRANDE,225,3910,4135,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,105.27,22.15,3,0,2,0,1,0,1,4802.638888888889,0.05440038684719536,0
4653,2021,5,"AUTOBUSES ROMERO, S.A.",334,CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA,1593,16502,18095,1,['Labor Day / May Day'],1,226.53,21.81,5,1,2,1,2,1,1,15600.805555555555,0.08803050397877984,0
4654,2021,5,"AUTOBUSES ROMERO, S.A.",334,CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA,258,3433,3691,1,['Labor Day / May Day'],1,226.53,21.81,5,1,2,1,2,1,1,15600.805555555555,0.06988082340195016,0
4750,2021,5,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",207,3346,3553,1,['Labor Day / May Day'],1,226.53,21.81,5,1,2,1,2,1,1,30982.49074074074,0.058244231851435,0
4751,2021,5,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",1014,5810,6824,1,['Labor Day / May Day'],1,226.53,21.81,5,1,2,1,2,1,1,30982.49074074074,0.14857142857142858,0
4752,2021,5,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",4965,35189,40154,1,['Labor Day / May Day'],1,226.53,21.81,5,1,2,1,2,1,1,30982.49074074074,0.12364587224505043,0
4753,2021,5,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",518,4576,5094,1,['Labor Day / May Day'],1,226.53,21.81,5,1,2,1,2,1,1,30982.49074074074,0.10166830225711482,0
4754,2021,5,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",2290,15981,18271,1,['Labor Day / May Day'],1,226.53,21.81,5,1,2,1,2,1,1,30982.49074074074,0.12532837127845883,0
