id,year,month,nombre,codigoruta,nombreruta,pasajerosadultomayor,pasajerosregulares,pasajerostotales,cant_feriados,nombres_feriados,es_feriado_mes,precipitacion_mm,temperatura_c,dia_semana,es_fin_semana,trimestre,temporada,nivel_precipitacion,feriado_finde,periodo_escolar,ruta_promedio_pasajeros,proporcion_adultos_mayor,year_norm
17358,2022,3,"TRANSPORTES RAMIREZ Y CALDERON, S.A.",327,CARTAGO-EL EMPALME-MADRE SELVA Y VICEVERSA,234,2361,2595,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,2309.0,0.0901386748844376,1
17359,2022,3,"TRANSPORTES RAMIREZ Y CALDERON, S.A.",370,CARTAGO-LLANO LOS ANGELES,203,5271,5474,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,4719.333333333333,0.037077625570776256,1
17372,2022,3,"TRANSPORTES SAN BLAS, S.A.",329,CARTAGO-SAN BLAS Y VICEVERSA,1110,27287,28397,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,15857.444444444445,0.03908725966617367,1
17373,2022,3,"TRANSPORTES SAN BLAS, S.A.",329,CARTAGO-SAN BLAS Y VICEVERSA,0,56,56,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,15857.444444444445,0.0,1
17386,2022,3,"TRANSPORTES SERRANO, S.A.",338,CARTAGO-SANTIAGO DE PARAISO,1771,43895,45666,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,11791.866666666667,0.03878073882672389,1
17387,2022,3,"TRANSPORTES SERRANO, S.A.",338,CARTAGO-SANTIAGO DE PARAISO,316,7852,8168,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,11791.866666666667,0.03868282531521606,1
17388,2022,3,"TRANSPORTES SERRANO, S.A.",338,CARTAGO-SANTIAGO DE PARAISO,0,560,560,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,11791.866666666667,0.0,1
17389,2022,3,"TRANSPORTES SERRANO, S.A.",338,CARTAGO-SANTIAGO DE PARAISO,51,1691,1742,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,11791.866666666667,0.029259896729776247,1
17390,2022,3,"TRANSPORTES SERRANO, S.A.",338,CARTAGO-SANTIAGO DE PARAISO,0,1294,1294,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,11791.866666666667,0.0,1
17421,2022,3,"TRANSPORTES UNIDOS SAN ANTONIO, S.A.",335,CARTAGO-AGUA CALIENTE-LOURDES-MATA DE GUINEO-URBANIZACION COCORI-PROYECTO JESUS JIMENES-COVAO,6540,63778,70318,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,49230.13888888889,0.09300473556222358,1
17422,2022,3,"TRANSPORTES UNIDOS SAN ANTONIO, S.A.",335,CARTAGO-AGUA CALIENTE-LOURDES-MATA DE GUINEO-URBANIZACION COCORI-PROYECTO JESUS JIMENES-COVAO,6073,69759,75832,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,49230.13888888889,0.08008386850052088,1
17423,2022,3,"TRANSPORTES UNIDOS SAN ANTONIO, S.A.",335,CARTAGO-AGUA CALIENTE-LOURDES-MATA DE GUINEO-URBANIZACION COCORI-PROYECTO JESUS JIMENES-COVAO,2896,34575,37471,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,49230.13888888889,0.07728437233134074,1
17424,2022,3,"TRANSPORTES UNIDOS SAN ANTONIO, S.A.",335,CARTAGO-AGUA CALIENTE-LOURDES-MATA DE GUINEO-URBANIZACION COCORI-PROYECTO JESUS JIMENES-COVAO,77,16689,16766,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,49230.13888888889,0.004592354028746943,1
17425,2022,3,"TRANSPORTES UNIDOS SAN NICOLAS TRAUSANIC, S. A.",323,CARTAGO-TARAS-SAN NICOLAS-LA LIMA-OCHOMOGO,1550,18149,19699,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,33650.90740740741,0.07868020304568528,1
17426,2022,3,"TRANSPORTES UNIDOS SAN NICOLAS TRAUSANIC, S. A.",323,CARTAGO-TARAS-SAN NICOLAS-LA LIMA-OCHOMOGO,3597,36893,40490,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,33650.90740740741,0.08883455582722087,1
17427,2022,3,"TRANSPORTES UNIDOS SAN NICOLAS TRAUSANIC, S. A.",323,CARTAGO-TARAS-SAN NICOLAS-LA LIMA-OCHOMOGO,3598,36851,40449,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,33650.90740740741,0.08894932014833128,1
17441,2022,3,"VIDAL ENRIQUE Y MINOR, S.A.(VEMSA)",366,CARTAGO-LLANO GRANDE,53,1712,1765,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,4802.638888888889,0.03001132502831257,1
17442,2022,3,"VIDAL ENRIQUE Y MINOR, S.A.(VEMSA)",366,CARTAGO-LLANO GRANDE,109,7586,7695,2,"[""Saint Joseph's Day"", 'March Equinox']",1,17.6,20.56,1,0,1,0,0,0,1,4802.638888888889,0.014163201663201664,1
17460,2022,4,"AUTOBUSES ROMERO, S.A.",334,CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA,732,22249,22981,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,15600.805555555555,0.03185101383691585,1
17461,2022,4,"AUTOBUSES ROMERO, S.A.",334,CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA,119,4634,4753,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,15600.805555555555,0.02503155237694573,1
17557,2022,4,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",296,6661,6957,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,30982.49074074074,0.04254096004599023,1
17558,2022,4,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",3186,35773,38959,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,30982.49074074074,0.08177618069815196,1
17559,2022,4,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",9414,88233,97647,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,30982.49074074074,0.09640750450598067,1
17560,2022,4,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",827,6074,6901,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,30982.49074074074,0.1198203419298754,1
17561,2022,4,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",5729,49159,54888,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,30982.49074074074,0.10437428264315254,1
17562,2022,4,"AUTOTRANSPORTES EL GUARCO, S.A.",328,"CARTAGO – TEJAR – SAN ISIDRO – HIGUITO – PARQUE INDUSTRIAL Y VICEVERSA, DISTRITOS GUAYABAL – HACIENDA VIEJA – CARTAGO Y VICEVERSA, CATALINAS – SANTA GERTRUDIS – CARTAGO Y VICEVERSA (APROVECHA EL SERVICIO DEL PARQUE INDUSTRIAL) Y GUATUSO – SAN ISIDRO – CARTAGO Y VICEVERSA",2418,18319,20737,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,30982.49074074074,0.11659755039058733,1
17566,2022,4,"AUTOTRANSPORTES GRANADOS CONTRERAS, S.A.",324,CARTAGO-EL BOSQUE-BLANQUILLO Y VICEVERSA,780,17628,18408,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,24402.305555555555,0.04237057960780053,1
17585,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,2677,54118,56795,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.04713360095781393,1
17586,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,1321,36326,37647,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.03508818529536761,1
17587,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,1139,21956,23095,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.04931589885694493,1
17588,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,2837,69429,72266,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.039257198998159604,1
17589,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,1203,28473,29676,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.04053644236277252,1
17590,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,1036,24596,25632,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.040416650411578825,1
17591,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,2487,65601,68088,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.03652572368517675,1
17592,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,2959,68096,71055,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.0416432109885161,1
17593,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,6275,116776,123051,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.05099470142703898,1
17594,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,761,30186,30947,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.02458963422515187,1
17595,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,168,7001,7169,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.023430962343096235,1
17596,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,65,1763,1828,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.035538545653362494,1
17597,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,19,944,963,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.01970954356846473,1
17598,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,19,1021,1040,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.01825168107588857,1
17599,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,45,2728,2773,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.016222062004325882,1
17600,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,32,1688,1720,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.018593840790238233,1
17601,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,35,1875,1910,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.018315018315018316,1
17602,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,26,1756,1782,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.014582164890633763,1
17603,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,14,617,631,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.022151898734177215,1
17604,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,9,3654,3663,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.0024563318777292577,1
17605,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,52,3168,3220,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.01614405464141571,1
17606,2022,4,"AUTOTRANSPORTES LUMACA, S.A.",300,SAN JOSE-CARTAGO Y VICEVERSA,4,655,659,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,25952.85913705584,0.006060606060606061,1
17671,2022,4,"AUTOTRANSPORTES SAN JOSE SAN JUAN DE TOBOSI SUR, S.A.",126,SAN JOSE-SAN JUAN NORTE-SAN JUAN SUR-RIO CONEJO-LOMA LARGA-SANTA ELENA ABAJO- SANTA ELENA ARRIBA- LA GUARIA- EL ALUMBRE- COPALCHI-CARTAGO,2151,24694,26845,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,15852.402777777777,0.08012366833047754,1
17672,2022,4,"AUTOTRANSPORTES SAN JOSE SAN JUAN DE TOBOSI SUR, S.A.",126,SAN JOSE-SAN JUAN NORTE-SAN JUAN SUR-RIO CONEJO-LOMA LARGA-SANTA ELENA ABAJO- SANTA ELENA ARRIBA- LA GUARIA- EL ALUMBRE- COPALCHI-CARTAGO,156,2232,2388,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,15852.402777777777,0.06529928840519046,1
17738,2022,4,"BUSES METROPOLI, S.A.",307,CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA,65,2065,2130,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,28056.94674556213,0.03050211168465509,1
17739,2022,4,"BUSES METROPOLI, S.A.",307,CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA,2633,74768,77401,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,28056.94674556213,0.034017208857652255,1
17740,2022,4,"BUSES METROPOLI, S.A.",307,CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA,1476,39169,40645,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,28056.94674556213,0.036313536387344386,1
17741,2022,4,"BUSES METROPOLI, S.A.",307,CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA,7,1239,1246,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,28056.94674556213,0.0056134723336006415,1
17742,2022,4,"BUSES METROPOLI, S.A.",307,CARTAGO-COT-SAN JOSE –VOLCAN IRAZU-CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO   CARTAGO-SAN JUAN DE CHICUA-LA PASTORA,87,8167,8254,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,28056.94674556213,0.010539067231980618,1
17743,2022,4,"BUSES SAN IGNACIO DE LOYOLA, S.A.",322,CARTAGO-LOYOLA-QUIRCOT CON EXTENSIONES A BARRIO EL CARMEN-SAN RAFAEL-COOPERROSALES-PARQUE INDUSTRIAL-LOS COLEGIOS Y VICEVERSA,4000,47958,51958,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,14030.994152046784,0.0769837756692777,1
17744,2022,4,"BUSES SAN IGNACIO DE LOYOLA, S.A.",322,CARTAGO-LOYOLA-QUIRCOT CON EXTENSIONES A BARRIO EL CARMEN-SAN RAFAEL-COOPERROSALES-PARQUE INDUSTRIAL-LOS COLEGIOS Y VICEVERSA,400,8221,8621,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,14030.994152046784,0.046392948271862675,1
17745,2022,4,"BUSES SAN IGNACIO DE LOYOLA, S.A.",322,CARTAGO-LOYOLA-QUIRCOT CON EXTENSIONES A BARRIO EL CARMEN-SAN RAFAEL-COOPERROSALES-PARQUE INDUSTRIAL-LOS COLEGIOS Y VICEVERSA,500,8476,8976,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,14030.994152046784,0.05569789461958338,1
17746,2022,4,"BUSES SAN IGNACIO DE LOYOLA, S.A.",322,CARTAGO-LOYOLA-QUIRCOT CON EXTENSIONES A BARRIO EL CARMEN-SAN RAFAEL-COOPERROSALES-PARQUE INDUSTRIAL-LOS COLEGIOS Y VICEVERSA,0,752,752,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,14030.994152046784,0.0,1
17747,2022,4,"BUSES SAN IGNACIO DE LOYOLA, S.A.",322,CARTAGO-LOYOLA-QUIRCOT CON EXTENSIONES A BARRIO EL CARMEN-SAN RAFAEL-COOPERROSALES-PARQUE INDUSTRIAL-LOS COLEGIOS Y VICEVERSA,100,345,445,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,14030.994152046784,0.2242152466367713,1
17881,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",316,SAN JOSE-PARAISO DE CARTAGO,1372,32728,34100,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,37923.305555555555,0.04023342423975836,1
17882,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,6314,166652,172966,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.03650407303127186,1
17883,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,194,4116,4310,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.045001159823706796,1
17884,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,0,2376,2376,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.0,1
17885,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,2292,54917,57209,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.040062926061877294,1
17886,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,675,7258,7933,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.08507688429543736,1
17887,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,82,1084,1166,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.0702656383890317,1
17888,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,0,420,420,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.0,1
17889,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,1882,40240,42122,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.044678679106426415,1
17890,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,519,5852,6371,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.08145009416195857,1
17891,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,235,3759,3994,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.058823529411764705,1
17892,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,0,286,286,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.0,1
17893,2022,4,"COOPERATIVA DE TRANSPORTISTAS DE PARAISO, R. L. (COOPEPAR R.L.)",336,CARTAGO-PARAISO Y EXTENSIONES - CACHI-LOAIZA-PEÑAS BLANCAS-TUCURRIQUE-EL HUMO-PIEDRA AZUL-REGADO-BARRIO LA MINITA,296,5531,5827,3,"['Battle of Rivas', 'Maundy Thursday', 'Good Friday']",1,70.37,23.78,4,0,2,0,1,0,1,29720.25316455696,0.05078929306794784,1
